ObsId,RA,DEC,THETA,POS_ERR,SIGNIFICANCE,gaia_match,archival_match,chandra_match,erosita_match,ned_match,simbad_match,vizier_match,xray-binaries_match
10545,148.95862943977176,69.67960165553323,2.6087509299952463,0.008317236638235062,944.1443481445312,no,no,no,unknown,unknown,unknown,no,no
11800,148.8702149252895,69.72870437282947,6.050875894178839,0.534614759098592,6.961577415466309,no,yes,yes,no,no,unknown,no,no
11361,215.1851901920912,39.72183017852083,1.6959558293795642,0.07430556598118242,42.323570251464844,yes,no,no,no,no,unknown,yes,no
12951,225.31365495376204,1.7972809367036464,3.6742025689658773,0.19408277215911288,15.205021858215332,yes,no,yes,unknown,yes,unknown,yes,no
12953,225.33860755823864,1.771271795194941,3.4988126390994703,0.12444923998700878,22.891281127929688,yes,yes,yes,no,yes,unknown,yes,no
12993,204.27136488196442,-29.868723745687852,1.428446783601929,0.008941241062519784,1090.4224853515625,yes,yes,no,no,no,unknown,no,unknown
12994,204.2714413922525,-29.86861772259982,1.499068272783803,0.005418990158299989,1757.000244140625,yes,yes,yes,no,no,unknown,no,yes
13202,204.19093591759778,-29.83057297547402,3.821301093175532,0.22957107401574728,10.025822639465332,no,no,no,no,no,unknown,yes,yes
13815,202.24637847281664,47.251509556276574,11.482875205983616,0.9412230671383681,7.751191139221191,no,no,no,no,no,unknown,no,no
13816,202.518752122786,47.16375700714116,1.09219608747911,0.07562706083591916,24.229942321777344,yes,no,yes,no,yes,unknown,no,yes
16031,186.44489870797577,12.662211520620458,8.654795562520249,0.061033051071507916,596.0624389648438,no,yes,yes,no,no,unknown,no,yes
16354,198.36461076684535,36.59408684328494,2.3758802301160835,0.00947903431189855,2032.44189453125,yes,no,no,no,no,unknown,no,no
18047,148.88841779820143,69.06540624212,6.733967053893542,0.011040841135470896,3549.365966796875,yes,yes,yes,no,no,unknown,no,no
18048,149.47202136920336,69.06333364451812,6.7420607398778305,0.017490041785365038,2143.68994140625,no,yes,yes,no,yes,unknown,no,no
19981,148.88820018056649,69.0651787653906,6.965748291639897,0.021635441657079934,1851.4202880859375,yes,yes,yes,no,no,unknown,no,yes
18051,148.88773875654883,69.06498222205508,10.900245354688874,0.04833973867567707,1024.6820068359375,yes,yes,no,no,yes,unknown,no,no
19685,149.47233502923265,69.06329572935748,14.596099701195847,0.1465980245535868,402.4636535644531,no,yes,yes,no,yes,unknown,no,no
19992,148.88741821944038,69.00927410804066,7.70490359481906,0.052693372926903216,632.4542846679688,no,yes,yes,no,yes,unknown,no,yes
19993,148.88810694451988,69.06496952573339,10.88228603395603,0.06735057970896124,699.7853393554688,yes,yes,no,no,yes,unknown,no,no
18054,148.88864369575165,69.06526917691112,7.733854697011704,0.023805297453941204,1547.4609375,yes,yes,yes,no,no,unknown,no,no
19982,148.8881687947897,69.06529985986494,7.495770682918951,0.015308612694886923,2250.156982421875,yes,yes,yes,no,no,unknown,no,yes
18062,148.95927180710086,69.67943177448697,4.082291375327581,0.01036488143192941,1691.9400634765625,no,no,yes,no,no,unknown,no,yes
18064,148.96301502095008,69.6790751255243,3.881028966799324,0.025265405506228345,432.3725280761719,no,yes,no,no,no,unknown,no,no
